544,2301,98,176
240,2351,54,77
320,73,144,195
51,34,25,21
24647,36242,5325,6004
1346,2489,182,408
113,45,5,28
8010,6043,3182,3566
8,27,1,2
2383,2195,939,730
2263,1548,888,770
154,117,46,53
923,1415,168,192
2057,2413,726,630
121,337,30,14
6026,6243,3591,2260
1389,14102,1129,684
1019,645,759,390
17,126,10,5
2323,1598,1060,966
2331,869,594,870
50530,44538,34084,23084
6054,5650,2357,1926
5171,3512,1483,987
2825,2654,1426,960
23717,26418,7759,9266
2098,1589,2237,1171
247,212,144,92
42,102,30,20
1269,1274,839,604
1258,1050,840,525
206,114,48,53
2897,4670,1607,1150
62,64,48,26
32535,25500,10882,11490
80,124,20,22
1016,595,470,330
234,106,185,132
601,168,1401,335
59,121,17,15
33,9,57,16
1897,2695,701,736
3308,4240,1173,904
3164,3704,2214,1297
19,58,3,5
5610,3693,1802,1863
3539,4776,744,873
2379,1700,795,737
117,105,64,34
2399,1542,1264,802
5793,8998,3129,1822
1181,1308,1277,607
21659,18477,4573,5544
4407,5050,2062,2278
194,179,172,87
10792,6476,5694,3934
17762,13397,3019,3445
1093,663,493,445
2467,2149,816,749
16,31,8,7
5,14,1,2
1437,1920,571,537
48,71,29,15
1075,957,677,469
21,26,5,3
1856,1528,830,639
988,941,532,324
6082,10175,2368,3976
2437,516,210,684
6,2,0,4
914,567,290,361
3846,3870,1983,1391
1579,1715,1011,550
6,13,2,4
4923,4740,2141,1512
8716,6340,2325,2153
987,819,524,417
283591,182835,93763,87201
31,26,12,16
1193,894,546,515
307,366,427,176
137,156,21,44
1039,850,498,300
2015,1512,742,752
6930,169,2251,2874
12500,3802,2533,2930
3102,2126,731,964
20,35,1,4
6,2,6,2
1947,2106,1232,770
469,145,345,152
313,119,261,146
2132,1490,1057,670
1925,1438,1002,539
112,101,53,41
83,128,18,44
4178,6969,2883,1949
13,45,6,4
4037,3135,1684,1194
22,19,6,1
327,80,96,114
3076,2700,1820,1054
9699,7346,5510,3555
2117,1547,858,938
1032,349,572,381
29,18,26,13
661,502,453,208
2040,947,999,738
119,63,47,28
18,23,18,1
18,13,9,10
31,27,8,12
110,113,51,36
143,56,121,83
